VANE_TOTAL_COUNT_FLOAT,ID,VANE_TOTAL_COUNT,VANE_LEAN,T_VANE_REG,T_VANE_MNT,T_HUB_REG,T_HUB_MNT,T_OUTER_REG,T_OUTER_MNT,VANE_LE_RADIUS,AERO_BLOCKAGE,D_OUTER,D_HUB,VANE_CORDA_LENGTH,WL_SHROUD_ENABLED,WL_VANE_SHROUD_ENABLED,WL_VANE_HUB_ENABLED,WL_HUB_ENABLED,NX_FILE,MAX_DEFORMATION,MAX_STRESS,BLM_RAW_DATA,BUCKLING_LOAD_MULTIPLIER,VOLUME,WEIGHT,PDS_A,PDS_B,PDS_C,WSS_A,WSS_B,WSS_C
10.6842,103,10,16.4912,3.8684,2.0000,1.9737,3.0789,1.6316,2.6316,15.4534,109591.3181,1100.0000,420.0000,130.0,1,1,1,1,cii-103,0.0449,17.9803,174.5609,174.5609,7841762.2997,64.0672,0.6570962,0.8070288,0.9467852,0.4793752,0.8957464,0.6490018
16.5263,104,16,1.4035,1.3684,3.6579,2.8158,1.7105,2.1053,3.2632,10.0697,109591.3181,1100.0000,420.0000,100.0,1,1,1,1,cii-104,0.0301,17.0387,305.2264,305.2264,6426440.3040,52.5040,0.6724729,0.7422172,0.5997945,0.4827639,0.9054684,0.6388078
12.5789,105,12,20.0000,2.5000,3.9737,1.5000,3.1842,1.5789,2.1316,12.6204,109591.3181,1100.0000,420.0000,120.0,1,1,1,1,cii-105,0.0456,20.9466,165.7386,165.7386,7166201.9506,58.5479,0.5892486,0.7851913,0.8492736,0.4768001,0.9160554,0.6904204
15.8947,106,15,9.8246,1.9211,3.6842,2.0263,3.4474,1.7105,3.6053,10.5867,109591.3181,1100.0000,420.0000,105.0,1,1,1,1,cii-106,0.0355,21.8893,234.6934,234.6934,7166786.4790,58.5526,0.6940503,0.9510702,0.7847836,0.4823196,0.9063598,0.6625819
14.5526,108,14,11.5789,1.6316,1.9474,1.3947,2.2368,3.9211,3.0000,11.2774,109591.3181,1100.0000,420.0000,110.0,1,1,1,1,cii-108,0.0270,20.4750,-526.3935,526.3935,7096006.1565,57.9744,0.6797261,0.9393632,0.8359521,0.4769030,0.9173052,0.6892754
15.5000,109,15,0.5263,3.5789,3.8158,2.4211,3.9474,2.5000,3.0263,10.7438,109591.3181,1100.0000,420.0000,105.0,1,1,1,1,cii-109,0.0268,19.5331,414.8410,414.8410,9293800.9609,75.9304,0.6644607,0.7365685,0.5922885,0.4766295,0.9154722,0.6682299
15.0263,110,15,17.7193,2.3947,2.5000,2.3158,2.8684,2.2368,3.8684,10.2345,109591.3181,1100.0000,420.0000,105.0,1,1,1,1,cii-110,0.0317,20.2163,320.0357,320.0357,7807350.2793,63.7861,0.5860743,0.8107428,0.8443914,0.4803041,0.9197990,0.6998479
15.6579,111,15,17.1930,3.4474,1.2895,1.2105,1.6842,2.7895,2.0526,10.2641,109591.3181,1100.0000,420.0000,105.0,1,1,1,1,cii-111,0.0309,19.6706,-257.2021,257.2021,7960648.1585,65.0385,0.5922166,0.8191856,0.8531923,0.4754991,0.8971782,0.6466521
10.5263,112,10,8.2456,3.1316,2.6316,2.1842,2.5789,3.3421,3.5789,15.9498,109591.3181,1100.0000,420.0000,130.0,1,1,1,1,cii-112,0.0283,18.0751,-648.2660,648.2660,8691700.3019,71.0112,0.8034718,0.8906952,0.8254025,0.4732148,0.9139539,0.6779205
14.9474,113,14,13.5088,1.8158,1.0263,2.3947,3.5000,2.4737,1.8684,11.1932,109591.3181,1100.0000,420.0000,110.0,1,1,1,1,cii-113,0.0323,20.4949,-208.2264,208.2264,6195358.9809,50.6161,0.6510125,0.8999586,0.8766264,0.4808563,0.9255900,0.6475066
12,999,12,10.0000,2.0000,3.0000,2.0000,3.0000,2.0000,3.0000,13.2263,109591.3181,1100.0000,420.0000,120.0,1,1,1,1,,0.037974546,23.04339045,,246.4487749,6908220.1127,56.4402,0.7348406,0.9737388,0.8327935,0.4948802,0.9381977,0.7002908
